,User,Tweet
119,XVXvjay,"{'✨', 'Trending', '천러', 'RT', 'Fairy', 't.co/R8MDK3G1aK', 'CHENLE', 'zchhoenngle', 'https', '220513'}"
120,rizzasy24,"{'trending', 'overall', 'TREASUREs_chart', 'TREASURE', 'DARARI', 'TREASURE_DARARI', 'RT', 'South', '20', 'Trends', 'YouTube', 'treasurememb…', '🥰', 'Korea'}"
121,9510131365244jm,"{'BTSJIMIN…', 'OST', 'JIMIN', 'hot', 'RT', '지민아', 'song', 'I', 'BE', 'GOOD', 'WithYou', 'listening', 'BTS_twt', 'wideuyu', 'yjmyjm1919', 'trending', '’', '사랑해', 'LIKE'}"
122,cmva1075fm,"{'DIVERSE', 'playing', 'N', 'JayRob40135076', 'CVMA1075FM', 'Bag', 'CMVA', 'Now', 'FM', 'My', '107.5', 'MUSIC'}"
123,Yeona36337520,"{'trending', 'charming1023', 'favorite', 'song', 'RT', 'definitely', 'WithYou', 'BTS', 'My', 'Billboard', 'BTS_twt', 'JIMIN', 'PJMsMINI13', 'BTSJIMIN', 'S…'}"
124,BUTTER_THE_QUEE,"{'1', 'week', 'longest', 'No', 'running', 'BTS', 'pork', 'BTS_Butter', 'Leftover', 'legends', 'egg', 'Listening', 'fallinforjk', 'BTS_twt', 'beef', 'fried', 'Song', 'Trending', '’', 'sinangag', '20th', 'Hot', 'corn'}"
125,buljan_melanie,"{'weeks', 'voters', 'Wouldn', '’', 'BREAKING', 'returns', 'RT', 'silence', 'SarkySage', 'replies', 'Morrison', '2', 'Twitter', 'fury', 'faces', 'i…', 'REAL'}"
126,x98zWkZQiNmJ2R4,"{'Song', 'Choice', 'Trending', 'RT', 'BTS', 'kimiint', 'My', 'BTS_twt', 'YetToCome', 'isadleva', 'goes'}"
127,RMlyricsmonster,"{'Song', 'Choice', 'Trending', 'voting', 'BTS', ""'m"", 'My', 'BTS_twt', 'snowflowergifts', 'BTS_Butter', 'I'}"
128,2lateiwinn,"{'Just', 'cryptocrash', '💰💰💰💰', 'hours', 'away', 'RT', 'ETH', 'CryptoGems_UK', ""'m"", 'shorting', 'I', 'giving', 'decent', '0.1', 're…', 'Follow', '48', 'bell', 'made'}"
129,2FactorMedia,"{'Music', 'submit', '2FactorMedia', 'https', 'Sky', 't.co/EM4vVz1Lll', 'twofactormedia.com', 'Ribbon', 'For', 'Intro', 'Entertainment', 'info', 'consideration', 'music', 'Media'}"
130,Mari94034348,"{'trending', 'JiminUnited', 'WithYou', 'BTS', 'My', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'song', 'Sungwoon'}"
131,KleeneDefJayB,"{'1st', 'JAY', 'solo', '2022.05.…', 'anniversary', '️⃣', 'celebrate', 'RT', 'defdaily', 'debut', '1YearWithSoloistJAYB', 'trending', 'TREND', '’', 'us', 'Join', '⏰', 'Let', 'B'}"
132,McSuspended_,"{'trending', '’', 't.co/Y0DKid7xgv', 'na', 'It', 'gon', 'literally', 'https', 'never', 'stop'}"
133,gortizpolly,"{'trending', 'time', '3', 'reason', 'boy', 'RT', 'Ackles', 'And', 'days', 'g…', 'Jensen', 'TheWinchesters', 'lotusfalling', 'big', ""'s""}"
134,Nicholas_ebook,"{'trending', 'Miss', 'shit', 'account', 'like', 'twitter', 'topics', 'Skip'}"
135,ChamoKsj,"{'156K', 'hours', 'Tuna', 'RT', 'mentions', 'Yours', 'jinnieslamp', 'Super', '🔺', '5', 'Songs', 'Last', '24', 'Trending', 'menti…', 'Hot', '—', '6', '157K'}"
136,6Tzhq8EmNFQm0df,"{'QuiAngVen', 'Jimin', 'JIMIN', 'JIMI…', 'End', 'hot', 'RT', 'listen', 'song', 'I', 'love', '2022', 'FOR', 'Until', 'jms_Vocalist', 'WithYou', 'always', 'trending', 'With'}"
137,RarelyCorrect,"{'‘', 'blasphemy', '’', 't.co/WEMaFR83Zi', 'northern', 'AJEnglish', 'RT', 'Mob', 'Nigerian', 'kills', 'student', 'https', 'college'}"
138,itskaran2k,"{'trending', '3', 'Telugu', 'NetflixIndia', 'sekartweets', 'RT', 'star…', 'occupied', 'Hindi', 'Tamil', 'actorvijay', 'Top', 'Raw', 'position', 'Beast'}"
139,teatimemama,"{'Betrayal', 'Gifted', 'ByeGoodBye', 'Bye-Good-Bye', 'BEFIRST', 'RT', 'fav', 'BfHiromi', '⭐️⭐️⭐️🕺🧢🐧🐲🐢🐩🦁⭐️⭐️⭐️', 'songs', 'Game', 'FIRST', 'BE', ""'s""}"
140,MS67412717,"{'KEEP', '🔥', 'POSTING', 'USING', 'TO…', 'STREAMSHOTS', 'RT', 'whipped4txt', 'ARE', 'WE', 'OMGGGG', 'THE', 'TAGS', 'TRENDING', 'GBGBSpotifyTO7M', 'MOAgoneMAD', 'EVERYONE', 'MOAisONE'}"
141,RDTVF,"{'NowPlaying', 'On', '🎶', '🎶the', 'MUSIC', 'Silence', 'RDTVF', 'ARTISTS', '🔰🔰', '🇺🇸', '👀', 'Machine', '💫🎧', 'one', '🌍🌏https', 'TuneIn📡', 'ME', '🔰🔰CLICK', 'THE', 'SUPPORTS', '🐦', 'ACROSS', 'UNIVERSE', 't.co/kSaWxc9x8T', 'Wess_dfktve', '🎶📀🎶🎵', '🎶🎵'}"
142,J_I_M_I_N_1310,"{'Song', 'Choice', 'Trending', 'RT', 'BTS', 'My', 'BTS_Butter', 'BTS_twt', 'auroradream1030', 'goes'}"
143,sdean35,"{'The', 'Global', 'longest', 'Princes', 'RT', 'OT7Mindy', 'BTS', 'BTS_Butter', 'Number', 'drop', 'BTS_twt', 'One', ""'s"", 'tags', 'Song', 'Trending', 'Hot', 'Let', 'Pop'}"
144,KisanaRela,"{'🚨', 'retweets', 'JIMIN', 'EMERGENCY', '300', 'RT', '500', '🔒', 'WithYou', 'My', 'Billboard', 'choice', 'Song', 'Trending', 'btsjimissi', 'Hot', 'B…', 'CHALLENGE', 'comments'}"
145,MissMCatlady,"{'weeks', 'voters', 'Wouldn', '’', 'BREAKING', 'returns', 'RT', 'silence', 'SarkySage', 'replies', 'Morrison', '2', 'Twitter', 'fury', 'faces', 'i…', 'REAL'}"
146,Drashishjha21,"{'trending', 'TwitterIndia', 'Trending', 'India', 'neuroayush', 'list', 'showing', 'app', 'RT', 'TwitterSupport', 'Justic…', 'elonmusk', '4th', 'Why', ""'s""}"
147,PurpleH777,"{'1', 'Butter', 'Stay', 'Yet', 'RT', 'Mention', 'You', '157.8K', '468K', '3', 'Alive', 'Come', '…', '176K', 'Songs', 'Trending', '250K', 'Rate', 'With', '4', 'Hot', '2', 'btstrendingsong'}"
148,SamirQu70752172,"{'mansukhmandviya', 'anymore', 'MoHFW_INDIA', 'physically', 'We', 'JusticeForDoctors', ""n't"", 'please', 'emotionally', 'OfficeOf_MM', 't.co/CHGdcGSxdc', 'https', 'suffered', 'PMOIndia', 'times', 'us', 'make', 'financially', 'covid', 'suffer', 'NMC_IND'}"
149,toratantantan,"{'Betrayal', 'Gifted', 'ByeGoodBye', 'please', '♥︎', 'mesmerizing', 'Bye-Good-Bye', 'BEFIRST', 'BetrayalGame', '🎧', 'listen', 'Game', 'cool', 'song', 'FIRST', 'BE', 'also', ""'s""}"
150,pjsastrxx,"{'trending', 'NCTJISUNG', 'JISUNG', 'countries', 'RT', '11', 'BROWN', ""'JISUNG"", 'jisungrecords', 'NCT지성', '2', 'Indonesia', '12', '지성', 'https', 't.co/YRs…', 'Philippines'}"
151,ArelaTanu,"{'Are', '3', 'ashokgehlot51', 'Trending', 'dsrajpurohit291', 'DangiSugna', 'RT', 'REET_L2_को_बहाल_करो', '👇', 'DrBDKallaINC', 'We', 'RajCMO'}"
152,murtleg,"{'able', 'news', '’', 'know', 'devastating', 'RT', 'get', 'Lucifer', 'picked', 'Shows', 'give', 'can…', 'kayla_bear210', 'I', 'getting'}"
153,BF04RYU,"{'Betrayal', 'Gifted', 'ByeGoodBye', ""'s"", 'Bye-Good-Bye', 'BEFIRST', '＊', 'Game', 'me．BE', 'FIRST', 'heal'}"
154,jsjm1013,"{'yoniefine', 'trending', 'Sungwo…', 'hot', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'song', 'beautiful', 'I'}"
155,jjiimm2_13,"{'The', 'JIMIN', '달려요', 'jimin_loveU', 'beautiful', 'listened', 'RT', 'ever', 'song', 'I', 'b…', 'BE', 'GOOD', 'WithYou', 'THE', 'TILL', 'END', '’', 'LIKE', '달려💪🏃\u200d♀️💙', 'WITH'}"
156,thisll01,"{'trending', 'Song', 'Choice', 'RT', 'SUGA', 'DAECHWITA', 'My', 'BTS_twt', 'AGUSTD', 'laviedenoona'}"
157,antipodal,"{""'What"", 'ChildrenOfTheComet', 'week', 'Twitter', 'right', 'StarTrek', 'STSNW', 'Huzzah', 'StrangeNewWorlds', '9:41pm', 'I', 'glance', 'page', 't.co/Tqp5SAKrYz', 'https', ""'s"", 'trending', 'category', 'happened', 'Entertainment', 'Happening', 'episode'}"
158,namuhae_,"{'Post', ""'s"", 'skills', 'Vernon', 'hot', 'Trending', 'drawing', 'RT', 'topic', 'cheolsolzone', '2', 'become', 'pain…', 'TheQuoo', 'Seventeen', 'whose', 'parents'}"
159,SegundaRodrigu1,"{'BTSTrendSongs', 'Song', 'Choice', 'Trending', 'voting', 'BTS', ""'m"", 'My', 'BTS_twt', 'I', 'YetToCome'}"
160,taisantosarmy,"{'Song', '🧈', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'Butter', 'My', 'BTS_Butter', 'BTS_twt', 'dayzeejean', 'I'}"
161,6PpNarYkc4K0Y01,"{'dks_wwunion', 'gt', 'Hashtags', 'focus', 'going', 'tonight', 'RT', 'lt', 'For', 'DohKyungsoo', ""'re"", '📋', 'followi…', 'Grid', 'Off', ""'s"", 'trending', 'eps', 'Announcement'}"
162,Bam501S,"{'amp', 'rt', 'keep', '’', 'trending', 'Seokjin', 'RT', 'mentions', '1204_wwhandsome', 'rply', 'OU…', 'tweets', 'increase', 'music🎶', 'Let', '🙏', 'shazaming', 'tags'}"
163,jm58131013,"{'SamuelG69328689', 'trending', 'BTS…', 'RT', 'WithYou', 'PJM_data', 'BTS', 'Hot', 'My', 'Billboard', 'BTS_twt', 'BBgrapefruits78', 'choice', 'JIMIN', 'song', 'BTSJIMIN'}"
164,AnaCaro08830751,"{'finacial', 'roctradex', 'RT', 'income', 'freedom', 'Join', 'ElonMusk', 'Telegram', 'Trending…', 't.co/0Dr1aOEk2B', 'https', 'Thinking', 'improving', 'getting'}"
165,Minimin29386477,"{'Jimin', 'ch…', 'JIMIN', 'RT', 'Very', 'song', 'ingenious', '1365ONLY_JIMIN', 'My', 'always', 'BTS_twt', 'RmrzNv', 'trending', 'JMinie_1013', '☆', 'new', 'YOU', 'ALWAYS', 'remember', 'WITH'}"
166,1013Lovehae,"{'trending', '’', 'hot', 'RT', 'WithYou', 'BTS', 'listening', 'JIMIN', 'JIMIN1013PJMS', 'BTS_twt', 'BTSJIMIN', 'Sungwoon', 'song', 'CTjangmi', 'I'}"
167,pjmlvrs1,"{'JIMIN', 'BTSJIMIN', 'We', 'MISS', 'BTS', 'BE', 'GOOD', 'WithYou', 'WE', 'listening', 'THE', 'BTS_twt', '’', 'LIKE', 'TAGG', 'INCREASE', 'YOU', '￼', 'Sungwoon'}"
168,snowkhoshi,"{'see', 'saying', 'retweet', 'I', 'like', 'rn', '⚠️', 'FACE', 'tweet', 'reply/qrt', 't.co/Nb3FNesAnt', 'THE', 'SEVENTEEN', 'https', 'AOTY', 'SUN', 'trending', 'FacetheSun', '’', '🤔', 'pledis_17', 'Carats'}"
169,YxinBts13,"{'trending', 'hot', 'GOOD', 'jimin1013_man', 'With…', 'RT', 'jkownjm', 'LIKE', ""'m"", 'listening', 'challan_jm', 'JIMIN', 'BTS_twt', 'HIT', 'song', 'BE', 'MAKER', 'I'}"
170,rhinyoteamo,"{'trending', 'Korea', 'know', '투피엠sbn', 'seon', 'RT', 'South', 'Dillondadude404', 'In', 'seonbaenim', '선배님…', 'anyone', '2PM', 'nim', 'case', 'bae', ""n't""}"
171,Austin664923151,"{'2022', 'trending', 'project', 'coin', 'expo', 'RT', 'solid', 'Dubai', '…', 'worldwide', 'ImpactXPToken', 'top', 'award', 'What', 'else', 'QueenEllenNFT', 'winner', 'A'}"
172,Disjazzguy,"{'trending', 'state', 'tragic', 'All', 'RT', 'elevated', 'boys', 'status', 'so…', 'Sokoto', 'Letter_to_Jack', 'appeared', 'faces', 'video', 'whose'}"
173,Seokjinnies06,"{'trying/experimenting', 'theJINPRlNT', 'Moon', 'Trending', 'Chart', 'see', 'first', 'RT', 'Songs', 'Hot', 'BB', 'Let', 'Epiphany', 'it…', 'We', 'chart', ""'s""}"
174,sle8211,"{'The', 'Global', 'longest', 'Princes', 'RT', 'OT7Mindy', 'BTS', 'BTS_Butter', 'Number', 'drop', 'BTS_twt', 'One', ""'s"", 'tags', 'Song', 'Trending', 'Hot', 'Let', 'Pop'}"
175,arinzejj,"{'n…', '‘', 'state', 'today', 'trending', 'If', 'Anambra', 'RT', 'would', 'Obi', 'Peter', 'Sokoto', 'happened', 'Elkrosmediahub', 'even'}"
176,phoneixman,"{'KollywoodTrolIs', 't.co/fWcZoYAGGH', 'RT', 'Actorvijay', 'TRENDING', 'Like', 'Boss', 'https'}"
177,Caity_eve,"{'trending', 'So', 'keep', 'SaveMagnumPI', 'ta', 'RT', 'kayla_bear210', 'though', 'got', 'MagnumPI', 'We', 'glad', 'savemagnumpi', 'tag'}"
178,kimutiakai,"{'Gifted', 'hits', 'ByeGoodBye', '🇯🇵✈️🌐', '⛴️', '🌸', 'RT', '🔛📈🎉🎉🎉', 'cordonblueplan', '💿5/18', 'store', 'songs', '🎉🎉🎉2', 'befirst', 'single', '🌸🌸', 'HotTrending…', '2nd'}"
179,brsch1250_brian,"{'weeks', 'voters', 'Wouldn', '’', 'BREAKING', 'returns', 'RT', 'silence', 'SarkySage', 'replies', 'Morrison', '2', 'Twitter', 'fury', 'faces', 'i…', 'REAL'}"
180,joossiseokjin,"{'hours', 'chart', 'Yours_Jin', 'tuna', 'hourjinnie', 'Chart—', 'OST…', 'RT', 'best', 'last', 'super', 'Songs', 'higher', ""'s"", '24', 'Trending', 'Hot', 'Listen', 'Let'}"
181,Praju28182758,"{'trending', 'views', 'Audio', 'reel', 'check', 'list', 'RT', 'chil…', 'sunnyladdoo1011', 'even', '10k', 'came', 'After', 'reels', 'U', 'Tejran'}"
182,fyY1maQMScKkuRS,"{'Mimi', 'trending', 'JiminUnited', 'favorite', 'Melivm4', 'RT', 'definitely', 'WithYou', 'B…', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'BTS_twt', 'sm', 'song', 'miss', 'I'}"
183,Almagul3108,"{'156K', 'hours', 'Tuna', 'RT', 'mentions', 'Yours', 'jinnieslamp', 'Super', '🔺', '5', 'Songs', 'Last', '24', 'Trending', 'menti…', 'Hot', '—', '6', '157K'}"
184,Jugernaut_,"{'n…', '‘', 'state', 'today', 'trending', 'If', 'Anambra', 'RT', 'would', 'Obi', 'Peter', 'Sokoto', 'happened', 'Elkrosmediahub', 'even'}"
185,Harika_crystal,"{'Song', 'Trending', 'Hollymay5023', 'RT', 'BTS', 'MrsTOH2O', 'BTS_…', 'Hot', 'mizal27', 'My', 'Billboard', 'BTS_Butter', 'BTS_twt', 'choice', 'bangwool_hana', 'JaxW5'}"
186,rrrrrtweet,"{'Gifted', 'ByeGoodBye', 'BEFIRST', 'RT', 'chiho98429029', 'fav', 'songs', '🆕BetrayalGame', ""'s""}"
187,TheMoon99352251,"{'broke', 'SOTY', 'record', 'trending', '”', 'RT', 'BTS', '2021', 'Butter', 'BunyaratwanitB', 'Hot', 'Listen', 'BTS_Butter', 'BB', '“', 'also', 'yEkrehonyn7jrxc'}"
188,Just_JiMin1995,"{'JIMIN', 'hot', 'RT', 'listen', 'song', 'I', 'BE', '2022…', 'love', 'GOOD', 'jms_Vocalist', 'THE', 'BTS_twt', 'TILL', 'END', 'Just_JiMin1995', 'trending', 'LIKE', 'WITH'}"
189,SkypieJK,"{'trending', 'Treasure', 'TREASURE', 'JUNKYU', '🔥🎸🖤', 'blue_euniverse', 'RT', 'Junkyu', '🤘😩', 't.co/fwS0RAExYA', 'Kim', 'https', 'rockstars'}"
190,jinko2022,"{'theJINPRlNT', 'OUR', 'Chart', 'Trending', 'EPIPHANY', 'SuperTuna_Jin', '방탄소년단진', 'Hot', 'My', 'Billboard', 'choice', 'BTS_twt', 'Songs', 'Yours_Jin', 'JIN'}"
191,DulceGalang11,"{'jiminarticles', 'Song', 'Sungwoon…', 'Trending', 'RT', 'WithYou', 'BTS', '🎯', '500', 'Hot', 'JIMIN', 'replies', 'My', 'BTSJIMIN', 'Billboard', 'choice', 'BTS_twt'}"
192,JMWITHYOUOST,"{'Jimin', 'WithY…', 'Congratulations', 'followers', 'hot', 'song', 'trending', '1M', '’', 'RT', 'S0lelyF0rParkJ', 'surpassed', 'listening', '🎉🎉🎉', 'I', 'Spotify'}"
193,Kelsie_Idove,"{'x', 'BIxSOULJABOY_ftDeVita', 'FiksForBI', 'HANBIN', 'ft', 't.co/XffnulqGxb', 'NOW', 'wwuanderland', '40', 'OUT', 'Devita', 'still131fan_JP', 'hanbingender', 'Souljaboy', 'MV', 'veaw99', 'BI_BTBT', 'BTBT', 'My', 'Billboard', 'choice', 'shxx131bi131', 'https', 'Song', 'Trending', '비아이', 'Eymhie131', 'Hot', 'Ayufxxbi', 'shxxmixan'}"
194,business_today,"{'everyone', 't.co/jqJRrPKm6J', 'wanted', 'drama', 'transform', 'U.S', '”', 'biggest', 'elonmusk', 'reality', 'less', 'mistake', 'JoeBiden', 'elected', 'https', 'says', 'think', 'Talking', '“'}"
195,feyy52354859,"{'Trending', 'RT', '🤤🤤', 't.co/sO1Xy0CuIa', 'guys', 'Famous', 'Harvy124', 'follow', 'https', 'Retweet', 'tiktoker', '💦'}"
196,LohimaRai,"{'25k', 'Keep', '🔥', 'Justice', 'Trending', 'RT', 'Secure', 'M89Rakesh', 'tweets', 'roaring', 'For', 'Modiji', 'SSR'}"
197,narara_PJM2,"{'2022', 'trending', 'luvdaily0424', '’', 'hot', 'RT', 'WithYou', 'BTS', 'jm1013jh', 'listening', 'Sung…', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'I', 'ost'}"
198,MyBias4everJM,"{'trending', 'beautiful', 'hot', 'WithYou', 'BTS', 'still', ""'m"", 'JIMIN', 'My', 'BTS_twt', 'BTSJIMIN', 'choice', 'BB', 'song', 'Sungwoon', 'PARKJIMINM7', 'love', 'I'}"
199,soran_rt113,"{'Betrayal', 'Gifted', 'ByeGoodBye', ""'s"", 'Bye-Good-Bye', 'BEFIRST', 'RT', '＊', 'Game', 'BF04RYU', 'me．BE', 'FIRST', 'heal'}"
200,5bestchoices,"{'United', 'States', 'Today', 'Trending', 'Israeli', 'Father', 'LuPone', 'Patti', 'Twitter', 'Manchin', 'Our', 'https', 't.co/qLraRgmazI', 'StockX', 'Topics'}"
201,rheliwyn,"{'trending', 'RT', 'Chemical', 'worldwide', 'MCRupdates1', 'My', 'Romance'}"
202,n_alienami,"{'ARMY', 'older', 'BABY', 'CB', 'remind', '’', 'everyone', 'bringing', 'RT', 'eras', 'full', 'ARMYs', 'will…', 'I', 'swing', 'carebearOT7', 'references', 'back'}"
203,hobaerry,"{'2022', 'Jimin', 'trending', 'Congratulations', '’', 'SerendipityCombined300M', 'hot', 'WithYou', 'BTS', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'niamoonjin', 'I', 'ost', 'Sungwoon'}"
204,piedpiper_dg,"{'157k', 'Top', 'chart', '”', 'RT', 'mentions', 'Billboard', 'BTS_twt', '5', 'Songs', 'YetToCome', 'BTSTrendSongs', 'Trending', 'entered', '4', 'Hot', '2', '“', '24h'}"
205,Legoretwi1103,"{'ByeGoodBye', '✱…', 'Bye-Good-Bye', 'FIRST', 'tears', 'Gifted', 't.co/nf0ApTR4b1', 'RT', ""'m"", 'I', 'BE', 'MV', '✱', 'BEFIRST', '⏩', 'BF04RYU', 'When', 'https', ""'s"", 'smile', 'make'}"
206,monserojas216,"{'trending', 'Song', 'Choice', 'produced', 'RT', '💬', 'BTS', 'StayAlive', 'SUGA', 'Mikro_Mxco', 'My', 'JUNGKOOK', 'BTS_twt', '🐇🐇🐇🐇🐰🐰🐰', 't.co/Azw9uhhbt8', 'https'}"
207,Seokjinnies06,"{'EXTRA', 'IS', 'JIN', 'DEMO', 'WHILE', 'RT', 'COMING', 'EXCITED', 'PLS', 'ST', 'PUSH', 'Epiphany_BTS', 'MOON', 'LISTENIN…', 'OUR', 'JINSTOBlT', 'HEAR', 'EPIPHANY', '⬆️⬆️⬆️', 'VERSION', 'UP', 'TO'}"
208,minyouth13,"{'JIMIN', 'BTSJIMIN', 'definitely', 'BTS', 'song', 'BE', 'GOOD', 'WithYou', 'My', 'THE', 'BTS_twt', 'Billboard', 'TILL', 'END', 'trending', 'favorite', 'LIKE', 'parkjiminpics', 'Sungwoon', 'WITH'}"
209,Besty211201,"{'Gifted', 'ByeGoodBye', ""'s"", 'Bye-Good-Bye', 'BEFIRST', 'RT', 'BetrayalGame', 'fav', 'songs', 'Check', 'week', 'FIRST', 'BE', 'Hot…', 'rauBMSG'}"
210,Bts7angelic,"{'Song', 'Choice', 'Trending', 'voting', 'RT', 'BTS', ""'m"", 'btsglobally', 'My', 'BTS_twt', 'I', 'YetToCome'}"
211,kimutiakai,"{'Gifted', 'ByeGoodBye', 'BEFIRST', 'RT', 'chiho98429029', 'fav', 'songs', '🆕BetrayalGame', ""'s""}"
212,CruzIncRadio,"{'Music', 'Playlist', 'ArtistRTweeters', 'RT', 'GFGO', 'Streamcaster', 'BlazedRTs', 'AMUSEING', 'IndieLegion', 'sme_rt…', 'Spotify', 'lunascottrussel', 'StreamersRT1'}"
213,Charlen52894015,"{'Birthday', 'chimin710', 'RT', 'Listening', 'Queen', 'BTS', 'run…', 'BUTTER_THE_QUEE', 'Butter', 'Happy', 'BTS_twt', 'Shooooky93', 'BTS_Butter', 'legends', 'longest'}"
214,Mr_imran_27,"{'viral', 'htTweets', 'Shehnaaz', 'massively', 'Viral', 'RT', 'Pasoori', 'danced', 'Gill', 'song', 'https', 't.co/yvHTy2Gj5x'}"
215,astimegoesby_jm,"{'2022', 'trending', '’', '1313Kagura1313', 'hot', 'GOOD', 'LIKE', 'RT', 'WithYou', 'listening', 'JIMIN', 'BTSJIMI…', 'BTS_twt', 'bbb32900907', 'I', 'ost', 'BE'}"
216,okey_tubatu,"{'trending', '🔥', '220513', 'RT', 'topic', 'TOMORROW_X_TOGETHER', 'Trends', 'TXT_members', 'GOOD_BOY_GONE_BAD', 'txtontrends', 'K-pop', 'TXT…', 'MOAgoneMAD'}"
217,park_D_jiminluv,"{'2022', 'trending', '’', 'hot', 'Largemo_rara', 'Jiminlove3000', 'RT', 'WithYou', 'BTS', '화이팅', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'BTS_tw…', 'I', 'ost'}"
218,Bam501S,"{'103K', 'trending', 'OUR', 'EPIPHANY', 'RT', 'currently', 'seokjin', 'category', 'music', 'tweets', 'My', 'Billboard', 'choice', 'Mybelovedjinnie', 'Hot…', 'JIN'}"
219,piron_BESTY,"{'Betrayal', 'f…', 'Gifted', '「', 'panpagurasu562', 'Bye-Good-Bye', 'BEFIRST', 'RT', 'BetrayalGame', '💿', 'New', 'Game', 'Single', '」by', '′s', 'FIRST', 'BE'}"
220,Vijay_AK99,"{'version', 'trending', 'dubbed', 'NetflixIndia', 'NorthVijayFans', 'RT', 'RAW', 'Hindi', 't.co/5lgyONQ68B', 'https', 'Beast'}"
221,hj33725172,"{'Jimin', 'AirbenderPosts', 'GOOD', 'much', 'thinking', 'RT', 'LIKE', 'anjim1014', 'While', 'listening', 'JIMIN', 'feel', 'BTS_twt', 'I', 'BE', 'trendi…', 'love'}"
222,Jerrypraveen2,"{'trending', '3', 'Telugu', 'NetflixIndia', 'sekartweets', 'RT', 'star…', 'occupied', 'Hindi', 'Tamil', 'actorvijay', 'Top', 'Raw', 'position', 'Beast'}"
223,macomacherie,"{'Gifted', 'ByeGoodBye', 'Powered', 'Trending', 'BEFIRST', 'RT', 'Gif…', 'natsuko772255', 'Hot', 'Check', 'week', 'Twitter', 'Songs', 'FIRST', 'BE', ""'s""}"
224,colleenmmck618,"{'look', ""'s"", 'receives', 'Liberal', 'among…', 'attempt', 'RT', 'AusPolReplay', 'In', 'CCP', 'tough', 'tho', 'Liu', 'Morrison', 'Gladys', 'even', 'support'}"
225,newyorkfolk,"{'trending', 'Vance', '’', 'direction', 'moves', 'News', 'Fox', 'Rankings', 'race', 'Power', 'Ohio', 'https', 'breaking_news', 't.co/vqs2qxaDx3', 'JD', 'Senate'}"
226,5fufuru16,"{'ryuhei_k_s_bmsg', 'Powered', 'Trending', 'Bye-Good-Bye', 'BEFIRST', 'RT', 'BEFIRSTofficial…', 'Hot', 'Check', 'week', 'Twitter', 'Songs', 'FIRST', 'BE', ""'s""}"
227,mlcTcdAX6jOfKC0,"{'2022', 'trending', 'luvdaily0424', '’', 'hot', 'RT', 'WithYou', 'BTS', 'jm1013jh', 'listening', 'Sung…', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'I', 'ost'}"
228,DarrenWoolsey1,"{'combine', 'shipping', 'The', 'Peter', 'cassette', 'Happy', 'DVD', 'MUSIC', 'amp', 'offers', 'Discogs', 'I', 'Slapp', 'Open', 't.co/7UcgygcEoc', 'art', 'sale', 'rock', 'https', 'vinyl', 'everything', 'Blegvad', 'cds', 'worldwide', 'Residents'}"
229,CoffeePanganib1,"{'trending', 'hot', 't.co/Vn16pTnVi8', 'WithYou', 'BTS', 'My', 'JIMIN', 'BTS_twt', 'choice', 'BTSJIMIN', 'song', 'https', 'PJMLand_Myanmar', 'Sungwoon'}"
230,VibezWorldwide,"{'WestSideMenace', 'trending', 'J', 'great', 'lol', 'RT', 'Cole', 'let', 'Kendrick', 'go', 'comes'}"
231,Legoretwi1103,"{'ByeGoodBye', '✱…', 'Bye-Good-Bye', 'FIRST', 'tears', 'Gifted', 't.co/nf0ApTR4b1', 'RT', ""'m"", 'I', 'BE', 'MV', '✱', 'BEFIRST', '⏩', 'BF04RYU', 'When', 'https', ""'s"", 'smile', 'make'}"
232,sprite_jisung,"{'trending', 'NCTJISUNG', 'JISUNG', 'countries', 'RT', '11', 'BROWN', ""'JISUNG"", 'jisungrecords', 'NCT지성', '2', 'Indonesia', '12', '지성', 'https', 't.co/YRs…', 'Philippines'}"
233,hj33725172,"{'SamuelG69328689', 'trending', 'AirbenderPosts', 'BTSJIMIN…', 'GOOD', 'LIKE', 'RT', 'WithYou', 'Hot', 'JIMIN', 'My', 'BTS_twt', 'Billboard', 'choice', 'song', 'BE'}"
234,jm58131013,"{'trending', 'favorite', '🙏🏼', 'BTS￼', 'RT', 'definitely', 'WithYou', 'PJM_data', 'done', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'BTS_twt', 'song', 'Sun…', 'vanguardjm'}"
235,Mr_imran_27,"{'Coke', 'Studio', 'viral', 'grooves', 'Shehnaaz', 'RT', 'Pasoori', 'Gill', 'song', 'https', 'Instagram', 't.co/GB4Nk8qtuz', 'Reel', 'HindustanTimes'}"
236,OT7Mindy,"{'of…', 'The', 'longest', 'Princes', 'SantiClara9', 'RT', 'OT7Mindy', 'BTS', 'BTS_Butter', 'Number', 'drop', 'BTS_twt', 'One', ""'s"", 'tags', 'Song', 'Trending', 'Hot', 'Let'}"
